id,name,description,flash_time,flash_yellow,operation_type,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1254801023,TS587,Fifth Ave - Ross St,24 Hr stop and go,ROSS ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-4,40.43900379,-79.99560121
851778926,TS588,Chatham Sq - Forbes Ave - Mcanulty Dr,24 Hr stop and go,FORBES AVE,Fixed,Bluff,6,1,42003010300,6,1,2,2-4,40.43793801,-79.99104125
1096218171,TS589,Fifth Ave - Marion St,00:00 - 06:00,FIFTH AVE,Fixed,Bluff,6,3,42003010300,3,3,2,2-4,40.43850521,-79.98408873
227817448,TS59,Banksville Rd - McMonagle Ave,24 Hr stop and go,BANKSVILLE RD,Fully Actuated,Banksville,2,20,42003202300,5,20,6,4-9,40.39963687,-80.04435536
1079872343,TS590,Forbes Ave - Marion St,00:00 - 06:00,FORBES AVE,Fixed,Bluff,6,1,42003010300,3,1,2,2-4,40.43762311,-79.98421176
1977783821,TS591,Fifth Ave - Meyran Ave,24 Hr stop and go,FIFTH AVE,Fixed,Central Oakland,3,4,42003040500,3,4,4,2-14,40.4411626,-79.95927662
2043131763,TS592,Cedarville St - Liberty Ave,00:00 - 06:00,LIBERTY AVE,Fixed,Bloomfield,7,8,42003080200,2,8,5,3-6,40.46160413,-79.9489476
1918584543,TS593,Highland Ave - Penn Ave,24 Hr stop and go,,Semi Actuated,East Liberty,9,8,42003111500,2,8,5,3-8,40.46147169,-79.92481112
839502071,TS594,Centre Ave - Reed St,Stop and Go 24/7,CENTRE AVE,Fixed,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44541303,-79.97087647
1031545114,TS595,Brighton Rd - Pennsylvania Ave,23:00-6:00,BRIGHTON RD,Fixed,Central Northside,1,22,42003220600,1,22,1,1-21,40.45610391,-80.01535139
1538823462,TS596,Famco - Second Ave,24 Hr stop and go,SECOND AVE,Semi Actuated,Central Business District,6,1,42003020100,6,1,2,1-4,40.43605125,-79.99571413
1631632787,TS597,Carson St - Smithfield St,24 Hr stop and go,,Fully Actuated,South Shore,2,19,42003980700,5,19,3,4-2,40.43217246,-80.00396523
1331141723,TS598,Carson St - Commerce Dr,24 Hr stop and go,W CARSON ST,Fully Actuated,South Shore,2,19,42003980700,5,19,3,4-2,40.43383853,-80.00677846
1642344328,TS599,Freeport Rd - Waterworks II,22:00 - 09:00,FREEPORT RD,Fully Actuated,Lincoln-Lemington-Belmar,9,12,42003980000,2,12,5,3-24,40.48673139,-79.89234568
993149963,TS6,Aiken Ave - Penn Ave,23:00 - 6:00,,Fixed,Bloomfield,9,8,42003080900,2,8,5,3-23,40.46468358,-79.9364441
1372577339,TS60,Banksville Rd - Potomac Ave,24 Hr stop and go,BANKSVILLE RD,Fully Actuated,Banksville,2,20,42003202300,5,20,6,4-9,40.40333515,-80.04081866
751354865,TS600,Centre Ave - Dinwiddie St,23:00 - 06:00,CENTRE AVE,Fixed,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44348601,-79.98053515
513879076,TS601,Lane Control - Liberty Brg,,,Fixed,,6,,42003020100,,,,,40.43365101,-79.99617588
220477942,TS602,Lane Control - General Robinson St,,,Fixed,North Shore,1,22,42003981200,6,22,1,1-7,40.44672135,-80.01322214
1217539679,TS603,North Ave - Sandusky St,23:00-6:00,NORTH AVE,Fixed,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45585087,-80.00456783
1572036969,TS604,East St - Hazlett St,00:00 - 06:00,EAST ST,Fully Actuated,Northview Heights,6,26,42003260900,1,26,1,1-13,40.47464496,-80.00517514
1061215744,TS605,Penn Ave - Station St,0:00-6:00,PENN AVE,Fixed,East Liberty,8,11,42003111500,2,11,5,3-13,40.45881011,-79.91933721
130520310,TS606,East St - Milroy St,00:00 - 06:00,EAST ST,Fully Actuated,Northview Heights,1,26,42003260900,1,26,1,1-13,40.47683986,-80.0067579
872568642,TS607,East St - Venture St,00:00 - 06:00,EAST ST,Fully Actuated,Summer Hill,1,26,42003260700,1,26,1,1-15,40.4853398,-80.00953959
1451226258,TS608,Browns Hill Rd - Wendy's,24 Hr stop and go,BROWNS HILL RD,Semi Actuated,Hazelwood,5,15,42003562300,3,15,4,2-12,40.41653453,-79.92577909
780501747,TS609,Madison Ave - Tripoli St,24 Hr stop and go,MADISON AVE,Fixed,East Allegheny,1,23,42003563200,1,23,1,1-5,40.45658738,-79.9976277
512612257,TS61,Banksville Rd - Carnahan Rd - Wenzell Ave,24 Hr stop and go,BANKSVILLE RD,Semi Actuated,Banksville,2,20,42003202300,5,20,6,4-9,40.40701535,-80.03423979
1681130241,TS610,Madison Ave - E. North Ave - Spring Garden Ave,24 Hr stop and go,MADISON AVE,Fixed,East Allegheny,1,23,42003563200,1,23,1,1-5,40.45726475,-79.99785293
385581450,TS611,Fifth Ave - Stevenson St,00:00 - 06:00,FIFTH AVE,Fixed,Central Business District,6,3,42003020100,3,3,2,2-4,40.43861505,-79.98646555
2107725517,TS612,Second Ave -Technology Dr  (West),24 Hr stop and go,SECOND AVE,Fully Actuated,South Oakland,6,4,42003980800,3,4,4,2-2,40.43402132,-79.96521603
18739015,TS613,Allen St - Warrington Ave,23:00 - 06:00,E WARRINGTON AVE,Fixed / Ped Actuated,Allentown,3,18,42003180300,5,18,3,4-6,40.42181017,-79.99374054
1181991901,TS614,Chartiers Ave - Corliss St,0:00-6:00,CORLISS ST,Fully Actuated,Elliott,2,20,42003562500,5,20,6,1-16,40.45029738,-80.0450915
792845911,TS615,Carson St - Fuhrer Driveway,23:00 - 05:00,E CARSON ST,Semi Actuated,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42326272,-79.96131239
426094024,TS616,Friendship Ave - Pearl St,23:00 - 06:00,FRIENDSHIP AVE,Fixed,Bloomfield,7,9,42003080900,2,9,5,3-6,40.46351714,-79.94893763
60431571,TS618,Allequippa St - Darragh St,23:00-6:00,ALLEQUIPPA ST,Fixed,Terrace Village,6,5,42003051000,3,5,4,2-10,40.44326341,-79.96518249
1079212655,TS619,Darragh St - Terrace St,23:00-6:00,DARRAGH ST,Fixed,West Oakland,8,4,42003040200,3,4,4,2-10,40.44196746,-79.96283984
1027054833,TS62,Bartlett St - Murray Ave,,MURRAY AVE,Fixed,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.4360297,-79.92288281
413526654,TS620,Freeport Rd - St Margaret Dr - Waterworks III,24 Hr stop and go,FREEPORT RD,Fully Actuated,Lincoln-Lemington-Belmar,9,12,42003980000,2,12,5,3-24,40.48722582,-79.89544603
218571261,TS621,East St - Mt Pleasant Rd,00:00 - 06:00,EAST ST,Fully Actuated,Northview Heights,1,26,42003260900,1,26,1,1-15,40.48236663,-80.00597915
1253941024,TS622,Brighton Rd - Ridge Ave,0:00-6:00,RIDGE AVE,Semi Actuated,Allegheny West,1,22,42003562700,1,22,1,1-7,40.45060429,-80.01341665
1161898126,TS623,Brookline Blvd - Wedgemere St,24 Hr stop and go,BROOKLINE BLVD,Fixed / Ped Actuated,Brookline,4,19,42003191900,5,19,6,4-26,40.39548872,-80.02244274
376420214,TS624,Becks Run Rd - Wagner St,,BECKS RUN RD,Semi Actuated,St. Clair,3,16,42003561700,3,16,3,4-13,40.40438335,-79.97589534
1620088610,TS625,Lane Control - Fort Duquesne Brg,,,Fixed,Allegheny West,1,22,42003981200,6,22,1,1-7,40.44838696,-80.01223718
1041204423,TS627,Centre Ave - Cypress St,24 Hr stop and go,CENTRE AVE,Fully Actuated,Shadyside,8,7,42003070900,2,7,4,3-1,40.45504768,-79.94149662
1395611149,TS628,Penn Ave - 21st St,24 Hr Stop And Go,PENN AVE,Fixed,Strip District,7,2,42003020300,6,2,2,2-3,40.45169248,-79.98311827
203348141,TS629,Fulton St - Western Ave,24 Hr stop and go,WESTERN AVE,Fully Actuated,Manchester,6,21,42003980600,1,21,1,1-8,40.45065519,-80.02357573
307759113,TS63,Bascom St - Perrysville Ave - Vinceton St,24 Hr stop and go,PERRYSVILLE AVE,Fixed,Perry North,1,26,42003260200,1,26,1,1-15,40.49278656,-80.02180115
855802527,TS630,Reedsdale St - Tony Dorsett Dr,24 Hr Stop and Go,REEDSDALE ST,Fully Actuated,North Shore,1,22,42003981200,6,22,1,1-7,40.44830441,-80.01050674
144717567,TS631,County Driveway - Second Ave,23:00 - 06:00,SECOND AVE,Semi Actuated,Bluff,6,1,42003010300,3,1,2,2-2,40.43453196,-79.98709717
739895155,TS632,Carson St - S 21st St,03:00 - 06:00,E CARSON ST,Fixed,South Side Flats,3,17,42003160900,3,17,3,4-24,40.42851374,-79.9762683
1641002780,TS633,Forbes Ave - Morewood Gardens,23:00 - 06:00,FORBES AVE,Semi Actuated,Squirrel Hill North,8,14,42003140100,3,14,4,2-9,40.4445501,-79.94556471
1953688427,TS634,Liberty Ave - Winebiddle St,00:00 - 06:00,LIBERTY AVE,Fixed,Bloomfield,7,8,42003080400,2,8,5,3-6,40.45881967,-79.94373201
24027769,TS635,Carson St Ramp - Station Square Dr W,24 Hr stop and go,CARSON ST RAMP,Fixed,South Shore,2,19,42003980700,5,19,3,4-2,40.44068385,-80.01894452
1938267442,TS636,Lane Control - Smithfield St Brg,,,Fixed,,6,,42003020100,,,,,40.4360013,-80.00137133
1151704640,TS637,Lane Control - Lacock St,,,Fixed,North Shore,1,22,42003563200,6,22,1,1-20,40.44945496,-80.00319818
1584606386,TS638,Liberty Ave - Taylor St,System Flash 00:00 to 06:00 AM,LIBERTY AVE,Fixed,Bloomfield,7,8,42003080200,2,8,5,3-6,40.46264419,-79.9508873
278722006,TS639,Aspen St - Liberty Ave,00:00 - 06:00,LIBERTY AVE,Fixed / Ped Actuated,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45831849,-79.94279501
693909886,TS64,Bates St - Second Ave,24 Hr stop and go,SECOND AVE,Fully Actuated,South Oakland,3,4,42003980800,3,4,4,2-2,40.43114382,-79.95920595
643133511,TS640,Municipal Courts Dr - Second Ave,24 Hr stop and go,SECOND AVE,Semi Actuated,Central Business District,6,1,42003010300,6,1,2,1-4,40.43568615,-79.99478464
224760074,TS641,Butler St - 56th St,24 Hr stop and go,BUTLER ST,Fixed,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.48440578,-79.94805419
2025210441,TS642,Pioneer Ave - W Liberty Ave,24 Hr stop and go,W LIBERTY AVE,Fully Actuated,Brookline,4,19,42003191700,5,19,6,4-28,40.41292009,-80.01012263
808651266,TS643,Carson St - Hot Metal St,24 Hr stop and go,E CARSON ST,Semi Actuated,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42547426,-79.96460021
482525367,TS644,Hot Metal St - Second Ave,24 Hr stop and go,SECOND AVE,Fully Actuated,South Oakland,3,4,42003980800,3,4,4,2-2,40.43002965,-79.95782011
1346726856,TS645,Busway Ramp - Carson St,24 Hr stop and go,CARSON ST RAMP,Fully Actuated,Elliott,2,20,42003562600,5,20,6,1-17,40.45076163,-80.03673726
1999021406,TS646,General Robinson St - Tony Dorsett Dr,24 Hr stop and go,GENERAL ROBINSON ST,Fully Actuated,North Shore,1,22,42003981200,6,22,1,1-7,40.44726543,-80.01031284
369021886,TS647,Lane Control - Tony Dorsett Dr,,,Fixed,North Shore,1,22,42003981200,6,22,1,1-7,40.44789896,-80.01043918
1392701913,TS648,Centre Ave - Euclid Ave,24 Hr stop and go,,Semi Actuated,Shadyside,8,7,42003070500,2,7,4,3-11,40.45876606,-79.92898276
1974997695,TS649,Second Ave - Bridgeside Point,24 Hr stop and go,SECOND AVE,Fully Actuated,South Oakland,3,4,42003562900,3,4,4,2-12,40.42892259,-79.95668514
745331741,TS65,Baum Blvd - Craig St,24 Hr stop and go,,Fully Actuated,North Oakland,6,5,42003562000,3,5,4,2-23,40.45400157,-79.95333712
449865103,TS650,Carson St - S 33rd St,23:00 - 05:00,E CARSON ST,Semi Actuated,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42279228,-79.96061885
785791056,TS651,Agnew Ave - Becks Run Rd,24 Hr stop and go,BECKS RUN RD,Semi Actuated,Carrick,4,29,42003290200,3,29,3,4-12,40.39697412,-79.97868765
351322417,TS652,McMonagle Ave - Meadowcroft Ave,12:00 AM to 06:00 AM,MCMONAGLE AVE,Semi Actuated,Banksville,2,20,42003202300,5,20,6,4-9,40.40092476,-80.04840533
679847606,TS653,Carson St - S 27th St,03:00 - 06:00 Sun - Sat,E CARSON ST,Semi Actuated,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42708956,-79.9670719
557990913,TS654,Carson St - S 28th St,03:00 - 06:00 Sun - Sat,E CARSON ST,Semi Actuated,South Side Flats,3,16,42003160900,3,16,3,4-24,40.4262469,-79.96574442
686692817,TS655,Eleventh St - Smallman St,24 hour stop and go,ELEVENTH ST,Semi Actuated,Strip District,7,2,42003020300,6,2,2,2-3,40.44565516,-79.99413519
1703928722,TS656,Lorenz Ave - Steuben St,24 Hr stop and go,STEUBEN ST,Semi Actuated,Elliott,2,20,42003562600,5,20,6,1-17,40.44278288,-80.04241256
2031145793,TS657,Hot Metal St - Water St,24 Hr stop and go,HOT METAL ST BRG,Semi Actuated,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42727637,-79.96253345
1149887471,TS658,Hot Metal St - Sidney St,24 Hr stop and go,HOT METAL ST,Fully Actuated,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42624174,-79.96356046
374565342,TS659,Carson St - Wabash Tunl Entrance Rd,"5:00 to 6:00 , 14:00 to 15:00",E CARSON ST,Fully Actuated,South Shore,2,19,42003980700,5,19,3,4-2,40.4328462,-80.0050941
470681282,TS66,Baum Blvd - Cypress St,24 Hr stop and go,BAUM BLVD,Fully Actuated,Shadyside,7,8,42003070900,2,8,5,3-1,40.45594663,-79.94198818
1947330672,TS660,Wabash St - Woodruff St,24 Hr stop and go,WOODRUFF ST,Fully Actuated,Mount Washington,2,19,42003191400,5,19,3,4-1,40.42625537,-80.01833267
956699533,TS661,Giant Eagle - Negley Ave,23:00-6:00,S NEGLEY AVE,Semi Actuated,Shadyside,8,7,42003070900,2,7,4,3-11,40.45653776,-79.93362828
564149333,TS662,Roberto Clemente Dr - Schenley Dr,24 Hr stop and go,,Fully Actuated,Central Oakland,3,4,42003040500,3,4,4,2-7,40.44181702,-79.95266287
869914145,TS663,SchenleyDr - Schenley Dr Ext,24 Hr stop and go,,Fully Actuated,Central Oakland,3,4,42003982200,3,4,4,2-8,40.4424155,-79.95167836
585819007,TS664,Lane Control - West End Brg,,,Fixed,,2,,42003980700,,,,,40.44601643,-80.02718404
2061627559,TS665,Friendship Ave - Howley St,24 Hr stop and go,FRIENDSHIP AVE,Semi Actuated,Bloomfield,7,9,42003090300,2,9,5,3-6,40.46521575,-79.95131502
5305491,TS666,Butler St -  45th St,24 Hr stop and go,BUTLER ST,Fixed,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.47215631,-79.95929439
426471261,TS667,Liberty Ave - 17th St,24 Hr stop and go,,Fixed / Ped Actuated,Strip District,7,2,42003020300,6,2,2,2-3,40.44915956,-79.98539677
364449727,TS668,Casino Dr - Casino Porte Cochere,24 Hr Stop and Go,,Semi Actuated,Chateau,6,21,42003980600,6,21,1,1-8,40.44682642,-80.02052833
1162411477,TS669,Casino Dr - Reedsdale St,24 Hr Stop and Go,,Semi Actuated,Chateau,6,21,42003980600,6,21,1,1-8,40.44796433,-80.02122099
1361138057,TS67,Baum Blvd - Friendship Ave - S Euclid Ave,24 Hr stop and go,S EUCLID AVE,Semi Actuated,East Liberty,9,8,42003111500,2,8,5,3-23,40.45968993,-79.92937478
1362401580,TS670,Beaver Ave - Lighthill St - North Point Dr - Reedsdale St,24 Hr Stop and Go,,Semi Actuated,Chateau,6,21,42003980600,1,21,1,1-8,40.44858232,-80.02390993
407321807,TS671,Second Ave - Technology Dr (Middle),24 Hr stop and go,SECOND AVE,Fully Actuated,South Oakland,3,4,42003980800,3,4,4,2-2,40.43274528,-79.96229097
1855408416,TS672,Fifth Ave - McPherson Blvd,,FIFTH AVE,Fully Actuated,Larimer,9,14,42003120800,2,14,5,3-14,40.45577034,-79.9105401
1265632340,TS673,Dahlem PL - East Liberty Blvd,24 Hr stop and go,E LIBERTY BLVD,Semi Actuated,East Liberty,9,12,42003120800,2,12,5,3-13,40.45842433,-79.91661932
234207751,TS674,Bakery Square Blvd - Penn Ave,,PENN AVE,Fully Actuated,Larimer,9,7,42003120800,2,7,5,3-13,40.45614189,-79.91545595
304144050,TS675,Butler St - 55Th St,24 Hr stop and go,BUTLER ST,Semi Actuated,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.48359826,-79.94991065
715836300,TS676,Carson St - Sarah St,24 Hr stop and go,E CARSON ST,Fixed,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42409851,-79.962486
27827760,TS677,Penn Ave - Spirit St,24 Hr stop and go,PENN AVE,Semi Actuated,East Liberty,9,7,42003111500,2,7,4,3-10,40.46031497,-79.92166916
1391678132,TS678,Annie Pl - Centre Ave,24 Hr stop and go,CENTRE AVE,Semi Actuated,East Liberty,9,7,42003111500,2,7,5,3-11,40.46029497,-79.92395116
146879751,TS679,Brookline Blvd - Queensboro Ave - Starkamp St,24 Hr stop and go,BROOKLINE BLVD,Semi Actuated,Brookline,4,19,42003191900,5,19,6,4-26,40.39183984,-80.01677144
1069737164,TS68,Baum Blvd - Graham Pl,24 Hr stop and go,BAUM BLVD,Fully Actuated,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45742448,-79.93695152
109095011,TS681,Fifth Ave -University Pl,24 Hr stop and go,FIFTH AVE,Fixed,North Oakland,8,4,42003982200,3,4,4,2-7,40.44380517,-79.95568009
1372296686,TS683,Baum Blvd - Luna Driveway,24 Hr stop and go,BAUM BLVD,Fully Actuated,Bloomfield,7,8,42003080400,2,8,5,3-1,40.45544763,-79.94376139
1853636852,TS684,Smallman St - 13th St,24 Hr stop and go,SMALLMAN ST,Semi Actuated,Strip District,7,2,42003020300,6,2,2,2-3,40.44714281,-79.99180694
349604133,TS685,Highland Ave -Spirit St,24 Hr stop and go,S HIGHLAND AVE,Fully Actuated,Shadyside,8,7,42003070500,2,7,4,3-11,40.45929997,-79.92509016
371609836,TS689,Centre Ave -Fullerton St,24 Hr stop and go,CENTRE AVE,Fully Actuated,Central Business District,6,3,42003020100,6,3,2,2-4,40.44054786,-79.98842437
166116047,TS69,Baum Blvd - Melwood Ave,24 Hr stop and go,BAUM BLVD,Fixed,North Oakland,6,5,42003562000,3,5,4,2-23,40.4540384,-79.951945
715321095,TS691,Lane Control Lc#1   Rt51,,,,Duquesne Heights,2,19,42003191100,5,19,3,1-17,40.43332264,-80.02844056
570711095,TS692,Lane Control Lc#2,,,,West End,2,20,42003562600,5,20,6,1-17,40.43752411,-80.03305396
1464539034,TS693,Lane Control Lc#3   Rt51,,,,Duquesne Heights,2,19,42003191100,5,19,3,1-17,40.44121906,-80.0308921
2029517080,TS7,Aiken Ave - Walnut St,24 Hr stop and go,,Fixed / Ped Actuated,Shadyside,8,7,42003070300,2,7,4,3-22,40.45064259,-79.93550596
985147153,TS70,Baum Blvd - Millvale Ave,24 Hr stop and go,BAUM BLVD,Fully Actuated,Bloomfield,7,8,42003080400,2,8,5,2-23,40.45439121,-79.94767676
181739837,TS71,Baum Blvd - Morewood Ave,24 Hr stop and go,BAUM BLVD,Fully Actuated,Bloomfield,7,8,42003080400,2,8,5,2-23,40.45497769,-79.94521652
435724848,TS72,Baum Blvd - Negley Ave,24 Hr stop and go,BAUM BLVD,Fully Actuated,Friendship,7,8,42003080700,2,8,5,3-23,40.45835939,-79.93382206
911328080,TS73,Baum Blvd - Roup Ave,24 Hr stop and go,BAUM BLVD,Fully Actuated,Friendship,7,8,42003080700,2,8,5,3-23,40.45812699,-79.93460043
908093154,TS74,Bausman St - Saw Mill Run Blvd,24 Hr stop and go,SAW MILL RUN BLVD,Fully Actuated,Beltzhoover,4,18,42003562400,5,18,3,4-18,40.41109516,-80.00608933
1182495922,TS75,Bayard St - Bellefield Ave,24 Hr stop and go,BAYARD ST,Fixed / Ped Actuated,North Oakland,8,4,42003562000,3,4,4,2-7,40.44836628,-79.95272713
246969556,TS76,Bayard St - Bigelow Blvd,24 Hr stop and go,,Fixed,North Oakland,8,4,42003562000,3,4,4,2-7,40.44762441,-79.95375195
1175243296,TS77,Bayard St - Craig St,24 Hr stop and go,N CRAIG ST,Fully Actuated,North Oakland,8,4,42003562000,3,4,4,2-9,40.44980844,-79.9507412
1949317724,TS78,Bayard St - Morewood Ave,24 Hr stop and go,BAYARD ST,Fixed,Shadyside,8,7,42003070900,2,7,4,3-22,40.45181872,-79.94336637
924762073,TS79,Bayard St - Neville St,24 Hr stop and go,BAYARD ST,Fixed,North Oakland,8,4,42003040400,2,4,4,2-9,40.45039988,-79.94875441
411157707,TS8,Alder St - Highland Ave,24 Hr stop and go,,Fixed,Shadyside,8,7,42003070500,2,7,4,3-11,40.45738628,-79.92520151
1608169474,TS80,Baytree St - East ST - Perrysville Ave,24 Hr stop and go,PERRYSVILLE AVE,Fixed,Perry North,1,26,42003260700,1,26,1,1-15,40.48951659,-80.01835071
1252587291,TS81,Baytree St - Evergreen Rd,24 Hr stop and go,EVERGREEN RD,Fully Actuated,Summer Hill,1,26,42003260200,1,26,1,1-15,40.48845669,-80.0101552
649270041,TS82,Beacon St - Murray Ave,24 Hr stop and go,MURRAY AVE,Fixed,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43476158,-79.92283613
877866287,TS83,Beacon St - Shady Ave,24 Hr stop and go,SHADY AVE,Fixed,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43531929,-79.91897851
868247070,TS84,Beacon St - Wightman St,24 Hr stop and go,BEACON ST,Fixed,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43412711,-79.92761339
58760704,TS85,Beatty St - Centre Ave,00:00 - 06:00,CENTRE AVE,Semi Actuated,Shadyside,8,7,42003111500,2,7,4,3-11,40.45924006,-79.92747074
2136486972,TS86,Beaver Ave - Chateau St,24 Hr stop and go,BEAVER AVE,Fixed,Chateau,6,21,42003980600,1,21,1,1-8,40.45584181,-80.0298382
273681944,TS87,Becks Run Rd - Brownsville Rd,24 Hr stop and go,BROWNSVILLE RD,Fixed,Carrick,4,29,42003290400,3,29,3,4-12,40.38733264,-79.98380122
1326079451,TS88,Becks Run Rd - Carson St,24 Hr stop and go,E CARSON ST,Fully Actuated,South Side Flats,3,16,42003160900,3,16,3,4-24,40.41103228,-79.95552654
770003264,TS89,Bedford Ave - Crawford St,00:00 - 07:00,BEDFORD AVE,Fixed,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4440581,-79.98813933
1470969083,TS9,Alexander St - Main St,23:00 - 6:00,,Fixed,West End,2,20,42003562600,5,20,6,1-17,40.44121104,-80.03405627
462019118,TS90,Bedford Ave - Herron Ave - Webster Ave,24 Hr stop and go,,Fully Actuated,Upper Hill,6,5,42003050600,3,5,2,2-5,40.45289115,-79.96492807
42942322,TS91,Bedford Ave - Washington Pl,24 Hr stop and go,WASHINGTON PL,Fixed,Central Business District,6,3,42003020100,6,3,2,2-4,40.44166098,-79.99203735
301063214,TS92,Beechwood Blvd - Browns Hill Rd - Hazelwood Ave,24 Hr stop and go,,Semi Actuated,Greenfield,5,15,42003151700,3,15,4,2-12,40.41961551,-79.92715453
24837481,TS93,Beechwood Blvd - Fifth Ave,24 Hr stop and go,,Semi Actuated,Point Breeze,8,7,42003140400,3,7,4,2-17,40.45362194,-79.91535751
1732134566,TS94,Beechwood Blvd - Forbes Ave,24 Hr stop and go,FORBES AVE,Fixed,Squirrel Hill South,5,14,42003140800,3,14,4,2-18,40.43804373,-79.91614851
2091509998,TS95,Beechwood Blvd - Forward Ave,24 Hr stop and go,BEECHWOOD BLVD,Fixed,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.42792429,-79.91611828
103297690,TS96,Beechwood Blvd - Lilac St,24 Hr stop and go,BEECHWOOD BLVD,Fixed,Greenfield,5,15,42003151700,3,15,4,2-15,40.42305107,-79.9275829
1239438940,TS97,Beechwood Blvd - Linden Ave - Wilkins Ave,24 Hr stop and go,BEECHWOOD BLVD,Fixed,Point Breeze,8,14,42003140400,3,14,4,2-18,40.44433428,-79.91777957
197533606,TS98,Beechwood Blvd - Northumberland St,00:00 - 06:00,BEECHWOOD BLVD,Fixed,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44229374,-79.91717851
9330691,TS99,Beechwood Blvd - Phillips Ave,00:00 - 06:00,BEECHWOOD BLVD,Fixed,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43263176,-79.91512897
1408515689,TSF142,RRFB - Forbes Ave and Boyd St,,,,Bluff,6,1,42003010300,6,1,2,2-4,40.43804036,-79.99323755
287632566,TSF145,RRFB - Liberty Ave and 29th St,,,,Strip District,7,6,42003020300,6,6,2,3-2,40.457339,-79.97347896
81814505,TS711,Bedford Ave - Logan St,24 Hr stop and go,BEDFORD AVE,Fully Actuated,Central Business District,6,3,42003030500,6,3,2,2-4,40.44281779,-79.99088288
1555867661,TS712,Centre Ave - Logan St,24 Hr stop and go,CENTRE AVE,Fully Actuated,Central Business District,6,3,42003020100,6,3,2,2-4,40.44054351,-79.98927971
1338578659,TS713,Forbes Ave - Gist St,24 Hour Stop & Go,FORBES AVE,Fixed,Bluff,6,1,42003010300,3,1,2,2-1,40.43744832,-79.97952584
823311999,TSF143,RRFB - 14th St and Smallman St,,,,Strip District,7,2,42003020300,6,2,2,2-3,40.44794348,-79.99057043
1220314122,TSF147,RRFB - N Shore Dr,,,,North Shore,1,22,42003981200,6,22,1,1-7,40.44603651,-80.01068227
921244871,TSF56,Brashear High School,,,,Beechview,4,19,42003191600,5,19,6,4-28,40.4187126,-80.01791151
1779953525,TSF74,St Edmond's Academy School,,,,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43747628,-79.92464531
1651867340,TS682,Butler St - Suydam,24 Hour Stop and Go,,Fully Actuated,Upper Lawrenceville,7,10,42003101100,2,10,2,3-7,40.48667621,-79.94220703
107084279,TSF1,Banksville Elementary School,,,,Banksville,2,20,42003202300,5,20,6,4-9,40.40719824,-80.03694342
1549420463,TSF10,FAISON INTERMEDIATE (CLOSED),,,,Homewood South,9,13,42003130300,2,13,5,3-17,40.45250941,-79.89427485
775542206,TSF101,St Rosalia School (Closed),,,,Greenfield,5,15,42003151600,3,15,4,2-12,40.42575538,-79.94394692
428442419,TSF102,DePaul Institute  (Sacred Heart) School,,,,Shadyside,8,7,42003070600,2,7,4,3-11,40.45664867,-79.92336331
557434659,TSF104,ST. STEPHEN [CLOSED],,,,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40710533,-79.94186085
1941962883,TSF106,WPA School for the Blind,,,,North Oakland,8,4,42003562000,3,4,4,2-7,40.44988624,-79.95310613
1674675301,TSF107,Winchester Thurston School,,,,Shadyside,8,7,42003070900,2,7,4,3-22,40.45150818,-79.94247348
691914902,TSF109,INCARNATION ACADEMY [CLOSED],,,,Perry North,1,26,42003260200,1,26,1,1-15,40.49269423,-80.0201863
1356486024,TSF110,Yeshiva (Girls School),,,,Squirrel Hill North,5,14,42003140300,3,14,4,2-18,40.43852571,-79.91734042
1023751888,TSF111,Grandview School,,,,Allentown,3,18,42003180300,5,18,3,4-5,40.42454213,-79.99281473
986882660,TSF112,CRAIGHOUSE TECHNOMA (CLOSED),,,,East Liberty,7,11,42003111300,2,11,5,3-8,40.47116827,-79.92683607
1461849415,TSF113,Schiller School,,,,East Allegheny,1,23,42003563200,1,23,1,1-5,40.45643342,-79.99312323
